JOB TITLE,DESCRIPTION,INDUSTRY,SALARY,EXPERIENCE,JOB TYPE,GENDER,STREET,CITY,LISTED DATE,EXPIRES,URL,EMAIL
Sales Engineer – Equipment Rentals,Can Join Immediately,,,,,,,,,,,
REQUIRED ACCOUNTANT – Filipino Female,Can Join Immediately,,,,,,,,,,,
Receptionist / Admin / Sales Co-ordinator,We are urgently looking for 1 Female Receptionist / Admin and 1 Female Sales Coordinator., Oil/Gas/Petroleum, Unspecified, 2 - 5 Years, Full Time, Female, Al Nahda 1, Dubai," February 12, 2019 1"," 21 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/receptionist-admin-sales-co-ordinator/,eiffellubricantssales@gmail.com
We are looking 5 Al Rounder Technician for Bahrain,Urgently required 5 Al rounder Technician, Other, Unspecified, 1 - 2 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," February 12, 2019 1"," 21 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-5-al-rounder-technician-for-bahrain/,leadingaimhr1@gmail.com
Admin cum Accounts Assistant,"A well reputed company in Sharjah is looking for a Female Candidate on husband visa for Admin cum accounts to handle day to day Accounts,Sale and Purchase invoices,office requirement,Petty cash and maintaining all files in order,scanning the documents etc. Candidate should have experience in Tally ERP9.", Other, AED 2001-2500, 1 - 2 Years, Full Time, Female, Sharjah, Sharjah," February 12, 2019 1"," 21 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/admin-cum-accounts-assistant/,tshirt.factory.shj@gmail.com
"DRIVER WITH LICENSE 3,5 & 6","A Leading Electromechanical Company in Dubai requires Driver with license no. 3,5 & 6 . With minimum 2 years\xe2\x80\x99 U.A.E. experience in MEP Contracting Company. Familiar with U.A.E. Roads and can speak in English .Candidates meeting the above criteria may send CV with latest photograph to dxbhr2105@gmail.com", Engineering, Unspecified, 2 - 5 Years, Full Time, Any, Dubai Silicon Oasis, Dubai," February 12, 2019 12"," 21 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/driver-with-license-35-6-3/,dxbhr2105@gmail.com
Hospitalist Obstetric Gynecology,10,,,,,,,,,,,
Critical Care -Obstetrician Gynecologist,10,,,,,,,,,,,
Sales Manager (Jeddah) Aesthetic & Skin Care,10,,,,,,,,,,,
URGENTLY WANTED TYPIST FOR VISA PROCESSING,"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,", Public Relations, Unspecified, 1 - 2 Years, Full Time, Any, business bay, Dubai," February 12, 2019 12"," 21 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-wanted-typist-for-visa-processing/,amazonarun272@gmail.com
Obstetrician Gynecologist – Private Practice (Dubai),"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,",,,,,,,,,,,
Pediatrician – Private practice (Dubai),"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,",,,,,,,,,,,
Procurement Officer,"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,",,,,,,,,,,,
Dentist – Private Practice (Dubai),"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,",,,,,,,,,,,
Site Supervisor – Racking Systems,"Amazon Documents clearing is conducted walk in interview on 13/02/2019 in between 11 to 1 pm. We required 3 typist urgently,",,,,,,,,,,,
Senior Executive Chef (Japanese Cuisine) – Job location:: Kuwait,"(Job location: Kuwait) We are currently hiring Executive Chef (Japanese Cuisine) for one of our prestigious clients located in Kuwait. The incumbent should have strong expertise in all type of Japanese fusion cuisine. Should be well aware of menu engineering, food costing, performance management, P&L, and able to develop food in high caliber style. Need someone who is immediately available to relocate. Please send us your CV at hrick@uginc.ae", Hotels/Restaurant, Unspecified, More than 15 Years, Full Time, Any, Dubai, Dubai," February 12, 2019 10"," 21 days, 2 hours",https://buzzon.khaleejtimes.com/classifieds/senior-executive-chef-japanese-cuisine-job-location-kuwait/,hrick@uginc.ae
Urgently Required Male Hair & Beard Specialist For Gents Saloon In Al ...,"(Job location: Kuwait) We are currently hiring Executive Chef (Japanese Cuisine) for one of our prestigious clients located in Kuwait. The incumbent should have strong expertise in all type of Japanese fusion cuisine. Should be well aware of menu engineering, food costing, performance management, P&L, and able to develop food in high caliber style. Need someone who is immediately available to relocate. Please send us your CV at hrick@uginc.ae",,,,,,,,,,,
ELV Technician,"(Job location: Kuwait) We are currently hiring Executive Chef (Japanese Cuisine) for one of our prestigious clients located in Kuwait. The incumbent should have strong expertise in all type of Japanese fusion cuisine. Should be well aware of menu engineering, food costing, performance management, P&L, and able to develop food in high caliber style. Need someone who is immediately available to relocate. Please send us your CV at hrick@uginc.ae",,,,,,,,,,,
REQUIRED ENGLISH TEACHER,"REQUIRED ENGLISH TEACHER for grade 1, 2 &3 for home tutor. Interested candidate please send CV to only for whatsapp: 050-7854555 / Email: almutiri2023@hotmail.com", Education, Unspecified, 1 - 2 Years, Project Based, Any, Abu Dhabi, Abu Dhabi," February 11, 2019 4"," 20 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/required-english-teacher/,almutiri2023@hotmail.com
ELV Engineer,"REQUIRED ENGLISH TEACHER for grade 1, 2 &3 for home tutor. Interested candidate please send CV to only for whatsapp: 050-7854555 / Email: almutiri2023@hotmail.com",,,,,,,,,,,
HVAC Project and Design Engineer,We are urgent in need of an HVAC Project and Design Engineer who has the below qualifications:, Construction, Unspecified, 5 - 7 Years, Full Time, Male, deira, Dubai," February 11, 2019 4"," 20 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/hvac-project-and-design-engineer/,info@powermechgroup.com
MEP Project Manager,We are urgent in need of an MEP Project Manager who has the below qualifications:, Construction, Unspecified, 7 - 10 Years, Full Time, Male, deira, Dubai," February 11, 2019 4"," 20 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/mep-project-manager/,info@powermechgroup.com
URGENTLY REQUIRED HR ASSISTANT – ANY NATIONALITY,Daily job duties and responsibilities of today\xe2\x80\x99s HR assistants include:, Health Care, AED 2501-3000, 1 - 2 Years, Full Time, Male, Jafza, Dubai," February 10, 2019 7"," 19 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-required-hr-assistant-any-nationality/,hr.isukoshi@gmail.com
Urgently Required Electrical Maintenance Technician in very well growing He...,Urgently Required Electrical Maintenance Technician, Health Care, AED 2501-3000, 1 - 2 Years, Full Time, Male, Jafza, Dubai," February 10, 2019 7"," 19 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-required-electrical-maintenance-technician-in-very-well-growing-health-care-company/,hr.isukoshi@gmail.com
Hair Dresser,"Provide full salon services, including hair cutting, shampooing, blow drying, coloring and styling. Maintain cleanliness of salon and your station. Keep on top of current hair cutting and styling trends. Help maintain adequate inventory of hair products and tools. Ensure clients with scheduled appointments receive service in a timely manner.", Beauty/Fitness, Unspecified, 1 - 2 Years, Full Time, Female, Umm Al sheif, Dubai," February 10, 2019 7"," 19 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/hair-dresser/,salonhr2019@gmail.com
Female Body and Foot Therapist Part Time,Female Body and Foot Therapist Required on Part Time basis. Salary is paid cash after each session. Location: JLT Message on: 055 4496828, Beauty/Fitness, Unspecified, Less than 1 Year, Part Time, Female, JLT, Dubai," February 10, 2019 6"," 19 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/female-body-and-foot-therapist-part-time/,sadegh1@hotmail.com
Skilled Helper,Skilled helpers required for a reputed company in Dubai. Candidates should be matriculates with at least five years experience in construction industry. Visit Visa holders only need to apply. Send your CV to our E mail., Electrical, AED 1001-1500, 5 - 7 Years, Full Time, Male, AL QOUZ, Dubai," February 10, 2019 6"," 19 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/skilled-helper/,careers@cablecureuae.com
Storekeeper for Food Manufacturing Company,We are currently looking for a storekeeper for our meat production company., Food & Packaged Food, Unspecified, 2 - 5 Years, Full Time, Male, 54, Dubai," February 10, 2019 5"," 19 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/storekeeper-for-food-manufacturing-company/,hr@dkemiratesindustries.com
3D / Autocad  Interior Designer,"We are hiring an Interior Designer with expertise in 3D Max, V-Ray, Autocad,Various Design Software & MS project skils. Candidates with miniumum 5 years UAE working experience in sinilar role in a Design company can apply in confidence.", Construction, Unspecified, 5 - 7 Years, Full Time, Any, 16 TH, Dubai," February 10, 2019 5"," 19 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/3d-autocad-interior-designer/,hrd@incubeme.com
"Sewage Water Tanker Driver (10,000 GL)","SEWAGE WATER TANKER DRIVER (10,000 GL)", Cement, AED 1501-2000, 2 - 5 Years, Full Time, Male, Al Quoz 3, Dubai," February 10, 2019 4"," 19 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/sewage-water-tanker-driver-10000-gl/,unimixcareers101977@gmail.com
Draftsman,Civil Rebar Detailer Draftsman required for a cut and bend reinforcement Rebar Factory in Dubai with minimum 2 to 3 years of experienced in uae. Only detailer with previous cut and bend experience should apply. Male with visit / residence visa only inside of uae. Mention your current company / Visa Status / Expected salary in the subject line. Send your CV to ecceaglemetal.info@gmail.com ecceagle1990@gmail.com, Iron/Steel, Unspecified, 2 - 5 Years, Full Time, Male, Industrial, Dubai," February 10, 2019 4"," 19 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/draftsman-3/,ecceaglemetal.info@gmail.com
** JOB OPPORTUNITY FOR UAE NATIONAL’S (EMIRATI’S) – Legal...,Civil Rebar Detailer Draftsman required for a cut and bend reinforcement Rebar Factory in Dubai with minimum 2 to 3 years of experienced in uae. Only detailer with previous cut and bend experience should apply. Male with visit / residence visa only inside of uae. Mention your current company / Visa Status / Expected salary in the subject line. Send your CV to ecceaglemetal.info@gmail.com ecceagle1990@gmail.com,,,,,,,,,,,
DIESEL MECHANIC FOR HEAVY VEHICLES,URGENT REQUIRED DIESEL MECHANICS FOR HEAVY VEHICLES, Cement, Unspecified, 2 - 5 Years, Full Time, Male, INDUSTRIAL AREA, Dubai," February 10, 2019 2"," 19 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/diesel-mechanic-for-heavy-vehicles/,autoworkshop4041@gmail.com
Receptionist,"We are looking for a receptionist cum admin. She must have 2-5 years experience. Speak English and Arabic fluently. Answering, screening and forwarding phone calls. developing reporting procedures and resolved administrative problems by coordinating preparation of reports, analyzing data and identifying solutions.", Consumer Goods, Unspecified, 2 - 5 Years, Full Time, Female, Deira, Dubai," February 10, 2019 1"," 19 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/receptionist/,hrmit2019@gmail.com
MEP Manager,We are looking for the following vacant positions as follows:, Construction, Unspecified, 2 - 5 Years, Full Time, Male," Al Thanyah First, Barsha Heights", Dubai," February 10, 2019 1"," 19 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/mep-manager/,rebecca.mallari2903@gmail.com
Senior Food Safety & HSE Manager,"We are looking for a senior food safety & HSE Manager/Controller He should have 10 yrs experience in FMCG and local municipalities. Must have HSE, HACCP, ISO standards and certification. Preferably Arabic speaker plus English. Ensure full conformance to local regulations on handling of foods, handles registration of new products,resolves regulatory disputes with authorities.", Consumer Goods, Unspecified, 7 - 10 Years, Full Time, Male, Deira, Dubai," February 10, 2019 12"," 19 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/senior-food-safety-hse-manager/,hrmit2019@gmail.com
Hiring now: Public Relation Office (PRO) Native Arabic Speaker,"Silver Coast founded in Abu Dhabi in 1997, SCCB is today one of the leading civil-engineering and construction companies in the United Arab Emirates \xe2\x80\x93 developing some of the largest and most significant projects for both public and private sectors.", Construction, Unspecified, 5 - 7 Years, Full Time, Male, Airport road, Abu Dhabi," February 10, 2019 12"," 19 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/hiring-now-public-relation-office-pro-native-arabic-speaker/,career@silvercoast.ae
we are looking welders and fabricators,we are looking welders and fabricators salary :1200-2000 Nationality :India Duty time :8 hours +OT :Free accommodation ;free transportation, Other, AED 1001-1500, 1 - 2 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," February 10, 2019 11"," 19 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-welders-and-fabricators/,leadingaimhr1@gmail.com
"Operators-Milling Machine,Roller,Bob Cat","Double Drum Roller,Milling Machine Operators,Bobcat Operators with GCC experience in Road Construction and Asphalt Operations.", Construction, AED 2001-2500, 2 - 5 Years, Full Time, Male, DSO Operation Centre, Dubai," February 10, 2019 11"," 19 days, 10 hours",https://buzzon.khaleejtimes.com/classifieds/operators-milling-machinerollerbob-cat/,hr@alsafaroadcontracting.com
we need two Filipino ladies cashiers,we are looking for two ladies Filipinos working in shop in rolla sharjah . salary 1800/= send your cv –\xc2\xa0kingadrin@gmail.com contact 0528485521, Other, AED 1501-2000, Less than 1 Year, Full Time, Female, rolla, Sharjah," February 10, 2019 11"," 19 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/we-need-two-filipino-ladies-cashiers/,kingadrin@gmail.com
FEMALE TELE SALES EXECUTIVE,Looking for energetic FEMALE TELE-SALES Executives.The candidate should be confident with building new client relationship and maintaining existing ones., Engineering, Unspecified, 1 - 2 Years, Full Time, Female," Doha Street , Al Qusais", Dubai," February 10, 2019 10"," 18 days, 22 hours",https://buzzon.khaleejtimes.com/classifieds/female-tele-sales-executive/,hr.accucal@gmail.com
** JOB OPPORTUNITY FOR FINANCE EXECUTIVE – Dubai & Abu Dhabi **,Looking for energetic FEMALE TELE-SALES Executives.The candidate should be confident with building new client relationship and maintaining existing ones.,,,,,,,,,,,
WE ARE LOOKING FOR FEMALE ACCOUNTANT CUM ADMIN (HINDI MANDATORY),WE ARE IN NEED OF A FEMALE ACCOUNTANT CUM ADMIN FOR THIS COMPANY. IF YOU ARE RESIDING IN UAE PLEASE SEND US EMAIL ITS URGENT!, Real Estate, Unspecified, 1 - 2 Years, Full Time, Female, al nahda 2, Dubai," February 9, 2019 6"," 18 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-for-female-accountant-cum-admin-hindi-mandatory/,mvnjobs2019@gmail.com
URGENT HIRING! WE ARE LOOKING FOR WATCHMAN WITH CARPENTRY AND PLUMBING NATI...,"WE ARE IN NEED OF WATCHMAN WHO CAN WORK IN OUR COMPANY. IF YOU ARE AN INDIAN, PAKISTAN AND SRI-LANKAN WITH THE EXPERIENCE OF CARPENTRY AND PLUMBING YOU ARE THE ONE WE ARE LOOKING FOR. KINDLY MESSAGE US OR SEND YOUR CV TO THIS EMAIL PROVIDED.", Real Estate, Unspecified, 1 - 2 Years, Full Time, Male, al nahda 2, Dubai," February 9, 2019 6"," 18 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/urgent-hiring-we-are-looking-for-watchman-with-carpentry-and-plumbing-nationality-indian-pakistan-sri-lankan/,mvnjobs2019@gmail.com
Internal Auditor,COMPANY PROVIDED ACCOMODATION AND TRANSPORTATION, Other, AED 1501-2000, 1 - 2 Years, Full Time, Male, Al diyafah road, Dubai," February 9, 2019 6"," 18 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/internal-auditor/,allmails.photomagic@gmail.com
Female counter sales staff,Only filipinas, Other, AED 1001-1500, 1 - 2 Years, Full Time, Female, Al diyafah road, Dubai," February 9, 2019 6"," 18 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/female-counter-sales-staff/,allmails.photomagic@gmail.com
E- Commerce Executive ( Business Development ),"E commerce Managers generates way to the company’s online sales. Responsible for the image of the company and generating online sales through SOUQ , NOON ,AWOQ ,COMPANY OWN PORTAL. Hands on SEO , SOCIAL MEDIA & Digital Marketing", Consumer Goods, Unspecified, 5 - 7 Years, Full Time, Male, Deira, Dubai," February 9, 2019 6"," 18 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/e-commerce-executive-business-development/,dxbhr321@gmail.com
Accounts Assistant,"An Accounts Assistant with 1-2 years experience and good communication skills required. Candidate who can join immediately, preferred.", IT/Computers - Hardware, Unspecified, 1 - 2 Years, Full Time, Any, Rashidiya, Dubai," February 9, 2019 6"," 18 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/accounts-assistant/,cvs4hr2017@gmail.com
E Commerce ( Business Development Manager),"E commerce Managers generates way to the company’s online sales. Responsible for the image of the company and generating online sales through SOUQ , NOON ,AWOQ ,COMPANY OWN PORTAL. Hands on SEO , SOCIAL MEDIA & Digital Marketing", Consumer Goods, Unspecified, 5 - 7 Years, Full Time, Male, Deira, Dubai," February 9, 2019 6"," 18 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/e-commerce-business-development-manager/,dxbhr321@gmail.com
Accounts Assistant / Cashier – Well Versed In Tally need only apply,REQUIRED ACCOUNTS ASSISTANT CUM CASHIER FOR AN AUTOMOBILE SERVICE CENTRE IN ABU DHABI, Automobile, AED 2501-3000, 2 - 5 Years, Full Time, Any, mussafa, Abu Dhabi," February 9, 2019 6"," 18 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/accounts-assistant-cashier-well-versed-in-tally-need-only-apply/,recruitmentauh18@gmail.com
Heavy Bus Driver,Heavy Bus Driver with No 5 and 6 License. Main Duty include deploying to and fro staffs to various sites and other office related jobs., Courier/Freight, Unspecified, 1 - 2 Years, Full Time, Male, abu hail, Dubai," February 9, 2019 6"," 18 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/heavy-bus-driver-2/,hr.cleverfreight@gmail.com
Business Development Executive,"Business Development Executive with BCom Degree Minimum 4 years UAE Experience, should handle Sales and little Bit of Accounts. Also should be monitoring Day to day Operations.", Courier/Freight, Unspecified, 2 - 5 Years, Full Time, Male, abu hail, Dubai," February 9, 2019 6"," 18 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/business-development-executive-3/,hr.cfreight25@gmail.com
Store Keeper,"Business Development Executive with BCom Degree Minimum 4 years UAE Experience, should handle Sales and little Bit of Accounts. Also should be monitoring Day to day Operations.",,,,,,,,,,,
PEST CONTROL SUPERVISOR,"Pest Control Supervisor :- Minimum 3 Years UAE/Gulf experience in Pest control Field as Supervisor, UAE driving license preferred with Dubai Municipality Supervisor ID. Good knowledge in Ms. Office application, Capable to supervise a team of workers, Client meetings, report submission etc. Able to handle independently all Operational matters including bringing new business, Email CV to cv.ecsgroup@gmail.com", Facility Management, Unspecified, 2 - 5 Years, Full Time, Male, Karama, Dubai," February 9, 2019 5"," 16 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/pest-control-supervisor-2/,cv.ecsgroup@gmail.com
SPRAY PAINTER,"SPRAY PAINTER :- Minimum 03 years UAE/Gulf experience in all type of painting work including spray painting, wood polishing, staining, furniture painting. Fax Cv to 04-3962200, email cv to interior@eastcoastdubai.com or call 050 7948585", Facility Management, AED 1001-1500, 2 - 5 Years, Full Time, Male, Karama, Dubai," February 9, 2019 5"," 16 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/spray-painter/,interior@eastcoastdubai.com
Required Driver cum MEP Technician,"Urgently need a Driver cum technician,knowledge in technical services including electrical, plumbing and civil,", Construction, AED 2001-2500, 2 - 5 Years, Full Time, Male, 28 street, Dubai," February 9, 2019 5"," 18 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/required-driver-cum-mep-technician/,hr.smartpoint@gmail.com
Heavy Duty Bus Driver,"Bus Driver with Heavy Vehicle License,GCC experience of 5 years in Construction Industry.", Construction, Unspecified, 2 - 5 Years, Full Time, Male, DSO Operation Centre, Dubai," February 9, 2019 5"," 16 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/heavy-duty-bus-driver/,hr@alsafaroadcontracting.com
Required: Planning Engineer with UAE Driving License. 5 years experience on...,Required: Planning Engineer with UAE Driving License. 5 years experience on construction waterproofing *Bachelor Degree of Civil Engineer, Construction, Unspecified, 5 - 7 Years, Full Time, Male, Al Awir, Dubai," February 9, 2019 5"," 18 days, 10 hours",https://buzzon.khaleejtimes.com/classifieds/required-planning-engineer-with-uae-driving-license-5-years-experience-on-construction-waterproofing/,hrdept@drfco1.ae
Cleaner / Helper Required,"You will be responsible for the overall cleanliness of the Kitchen, Exterior area, Dish-washing and Play area.", Entertainment, Unspecified, 1 - 2 Years, Full Time, Male, Karama, Dubai," February 9, 2019 3"," 18 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/cleaner-helper-required-2/,potblackjob@gmail.com
Waitress Required for Cafeteria,Looking for Female Candidate for the role of Waitress / Cashier., Entertainment, Unspecified, 1 - 2 Years, Full Time, Female, Karama, Dubai," February 9, 2019 3"," 18 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/waitress-required-for-cafeteria-2/,potblackjob@gmail.com
Cook Required For Cafeteria,"We are looking for a Candidate who can make Fast foods, Juices, Snacks, Tea and Coffee for a Cafeteria.", Entertainment, Unspecified, 1 - 2 Years, Full Time, Any, Karama, Dubai," February 9, 2019 3"," 18 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/cook-required-for-cafeteria-2/,potblackjob@gmail.com
Architect Engineer,"We are looking for a Candidate who can make Fast foods, Juices, Snacks, Tea and Coffee for a Cafeteria.",,,,,,,,,,,
Required Telecom Pre-Sales Engineer,We have an immediate requirement for a Telecom Pre-Sales Engineer with:, Other, Unspecified, 5 - 7 Years, Full Time, Any, JLT, Dubai," February 9, 2019 2"," 18 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/required-telecom-pre-sales-engineer/,sarikaakhatri@gmail.com
Light vehicle driver needed for Audit firm based in UAE,Light Vehicle driver having UAE driving license with Good communication skills required for consultancy firm based in UAE. Send CV- hrglobal@skminternational.com, Consultancy, AED 2001-2500, 1 - 2 Years, Full Time, Male, Al Fahidi, Dubai," February 9, 2019 2"," 18 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/light-vehicle-driver-needed-for-audit-firm-based-in-uae/,hrglobal@skminternational.com
Telemarketing lady,Light Vehicle driver having UAE driving license with Good communication skills required for consultancy firm based in UAE. Send CV- hrglobal@skminternational.com,,,,,,,,,,,
Required Head Chef / Sous Chef,"Abu Dhabi based Casual Dining restaurant is looking for Head Chef / Sous Chef. Candidate should be with 3-4 years of experience in restaurant. Candidate must have an experience in western casual dining restaurant or caf\xc3\xa9 before, and he must be at least Sous Chef or Chef de Partie. Interested candidates may send their CV with mentioning position applied in subject to jobs@electra.ae", Hotels/Restaurant, Unspecified, 2 - 5 Years, Full Time, Male, Old Mazda road, Abu Dhabi," February 9, 2019 12"," 16 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/required-head-chef-sous-chef/,jobs@electra.ae
"Restaurant Manager (British National) – (Job location: London, UK)",14,,,,,,,,,,,
Guest Service Agent,Looking for GSA reception for new Hotel in Sharjah UAE hotel experienced only to apply. send cv to hr.alrayan@gmail.com, Hotels/Restaurant, AED 2001-2500, 2 - 5 Years, Full Time, Male, Al Majarah, Sharjah," February 9, 2019 12"," 16 days, 1 hour",https://buzzon.khaleejtimes.com/classifieds/guest-service-agent/,hr.alrayan@gmail.com
Admin Cum Accounts Executive,Admin and Accounts, Other, Unspecified, 1 - 2 Years, Full Time, Any, Al Quoz, Dubai," February 9, 2019 12"," 16 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/admin-cum-accounts-executive-6/,immersiondesignsllc@gmail.com
Software Developer,Software Developer, IT/Computers - Software, Unspecified, 1 - 2 Years, Full Time, Any, Al Quoz, Dubai," February 9, 2019 12"," 16 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/software-developer-4/,immersiondesignsllc@gmail.com
Site Engineer,Site Engineer, Engineering, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," February 9, 2019 12"," 16 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/site-engineer-8/,immersiondesignsllc@gmail.com
Architect,Architect, Other, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," February 9, 2019 12"," 16 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/architect-8/,immersiondesignsllc@gmail.com
Required VAN SALES MAN Cum DRIVER,"VAN SALES MAN cum DRIVER, Indian, with good experience in Van Sales and thorough knowledge of UAE roads specially Dubai, required for an established frozen food retailer in Dubai. Candidates with present experience only need to apply. Send CV to : pgtsales2019@gmail.com", Food & Packaged Food, Unspecified, 1 - 2 Years, Full Time, Male, Dubai, Dubai," February 9, 2019 11"," 16 days, 22 hours",https://buzzon.khaleejtimes.com/classifieds/required-van-sales-man-cum-driver/,pgtsales2019@gmail.com
Required Sales / Marketing Executive,Sales / Marketing Executive with UAE experience in whole-sale frozen food trading required for a multinational FMCG frozen food company in Dubai. Please send CV to newjobz11@gmail.com, Food & Packaged Food, Unspecified, 1 - 2 Years, Full Time, Any, Dubai, Dubai," February 9, 2019 11"," 16 days, 22 hours",https://buzzon.khaleejtimes.com/classifieds/required-sales-marketing-executive/,newjobz11@gmail.com
"WALK IN INTERVIEW – Raintree Hotel, Deira . Timings: 10 Am to 6 Pm",Sales / Marketing Executive with UAE experience in whole-sale frozen food trading required for a multinational FMCG frozen food company in Dubai. Please send CV to newjobz11@gmail.com,,,,,,,,,,,
REQUIRED Accountant Cum Auditor,Accountant cum Auditor with 6 years post qualification experience required for a company in Dubai. Send updated resume to bmjglobaluae@gmail.com, Food & Packaged Food, Unspecified, 5 - 7 Years, Full Time, Any, Dubai, Dubai," February 9, 2019 11"," 16 days, 22 hours",https://buzzon.khaleejtimes.com/classifieds/required-accountant-cum-auditor/,bmjglobaluae@gmail.com
Digital Marketing Executive,Accountant cum Auditor with 6 years post qualification experience required for a company in Dubai. Send updated resume to bmjglobaluae@gmail.com,,,,,,,,,,,
Restaurant Manager,Accountant cum Auditor with 6 years post qualification experience required for a company in Dubai. Send updated resume to bmjglobaluae@gmail.com,,,,,,,,,,,
Building Supervisor,"Building Supervisor required for a real estate company in Dubai Main Tasks and Responsibilities 1 Plans schedules assigns and supervises personnel in the custodial care of large building inspects work for maintenance of proper standards 2 Supervises and participates in preventive maintenance and maintenance of building including floors walls ceilings doors windows locks fixtures and furniture\xe2\x80\x99s 3 Supervises and participates in servicing cleaning and maintenance Requirements: 2 \xe2\x80\x93 5 years of relevant experience., Degree holder, Male candidate preferred. No of POSITION available: 2 Email your updated resume to our email id \xe2\x80\x93 \xe2\x80\x98recruitment@dreuae.ae\xe2\x80\x99 with a subject line as \xe2\x80\x9cSupervisor\xe2\x80\x9d", Real Estate, Unspecified, 2 - 5 Years, Full Time, Male, Shaikh Zayed Road, Dubai," February 9, 2019 11"," 16 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/building-supervisor/,recruitment@dreuae.ae
AC Technician,"Description Required experienced AC Technician. we are looking for experienced AC technician, Chiller technician on urgent basis. Must have knowledge & Worked; \xe2\x80\xa2 HVAC Work \xe2\x80\xa2 Portable air conditioner \xe2\x80\xa2 HVAC Maintenance \xe2\x80\xa2 Window air conditioner \xe2\x80\xa2 central air conditioning system \xe2\x80\xa2 A/C Maintenance and Installation \xe2\x80\xa2 Filter Cleaning \xe2\x80\xa2 A/C Gas Filing \xe2\x80\xa2 Thermostat Changing The candidate should be available to join immediately.", Real Estate, Unspecified, 2 - 5 Years, Full Time, Male, Shaikh Zayed Road, Dubai," February 9, 2019 11"," 16 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/ac-technician/,recruitment@dreuae.ae
